STA,datetime,Alnus,Betula,Quercus,Poaceae,alnus,betula,carpinus,corylus,cupressus,fagus,fraxinus,pinaceae,platanus,poaceae,populus,quercus,taxus,ulmus,PM10,mean_wind_dir,mean_wind_vel,max_wind_vel,sum_prec,mean_temp,max_temp,mean_RH,min_RH,max_RH,year
Buchs,2023-11-10,NaN,NaN,NaN,NaN,0.28,1.19,0.00,0.57,0.74,0.00,0.60,0.00,0.96,0.50,0.30,0.53,1.13,0.00,2.7,139.00,1.60,6.70,1.70,6.70,9.10,80.40,56.60,95.30,2023.00
Buchs,2023-11-11,NaN,NaN,NaN,NaN,0.14,0.00,0.00,0.00,3.53,0.00,0.40,0.11,0.45,2.33,0.00,0.44,0.33,0.00,2.5,153.00,1.70,9.30,7.80,5.10,8.00,84.90,69.10,97.60,2023.00
Buchs,2023-11-12,NaN,NaN,NaN,NaN,0.14,0.24,0.00,0.00,7.07,0.00,0.20,0.05,0.41,2.83,0.00,0.09,0.20,0.00,3.4,135.00,2.90,10.80,11.40,5.10,6.80,80.60,57.20,90.70,2023.00
Buchs,2023-11-13,NaN,NaN,NaN,NaN,0.14,0.71,0.00,0.00,3.98,0.00,0.20,0.05,0.55,1.67,0.10,0.62,0.57,0.00,2.6,140.00,4.60,13.50,7.70,10.00,12.80,78.00,68.60,88.60,2023.00
Buchs,2023-11-14,NaN,NaN,NaN,NaN,0.00,0.71,0.00,0.00,32.24,0.00,0.00,0.11,0.77,20.33,0.10,0.09,0.47,0.00,2.2,152.00,3.00,12.40,39.60,10.20,11.90,86.70,69.00,96.90,2023.00
Buchs,2023-11-15,NaN,NaN,NaN,NaN,0.00,0.71,0.00,0.00,3.24,0.00,0.40,0.00,0.27,3.33,0.10,0.44,0.53,0.00,2.6,24.00,2.80,16.30,2.70,9.30,12.10,73.00,50.70,95.00,2023.00
Buchs,2023-11-16,NaN,NaN,NaN,NaN,0.42,3.10,0.18,0.57,0.74,0.67,0.80,0.11,1.23,2.50,0.10,1.77,1.87,0.08,6.1,132.00,2.40,13.90,2.30,7.70,14.90,69.90,32.10,86.50,2023.00
Buchs,2023-11-17,NaN,NaN,NaN,NaN,0.14,0.48,0.00,0.00,14.13,0.00,0.20,0.11,0.50,10.33,0.05,0.53,0.33,0.00,2.0,8.00,2.30,16.50,12.70,5.10,13.60,84.70,40.60,98.80,2023.00
Buchs,2023-11-18,NaN,NaN,NaN,NaN,3.06,3.10,0.00,2.86,148.69,5.33,0.40,1.00,15.33,156.83,0.30,1.59,9.50,0.00,4.0,144.00,2.10,10.60,1.80,4.90,7.70,77.40,55.70,100.00,2023.00
Buchs,2023-11-19,NaN,NaN,NaN,NaN,0.00,0.48,0.00,0.57,6.18,0.00,0.20,0.00,0.09,3.00,0.00,0.00,0.43,0.00,2.2,143.00,2.40,7.60,5.60,8.10,10.60,86.20,72.10,97.50,2023.00
Buchs,2023-11-20,NaN,NaN,NaN,NaN,0.42,4.29,0.00,1.43,6.92,0.00,0.40,0.11,1.46,3.33,0.40,1.77,2.37,0.00,7.1,148.00,1.40,5.40,0.00,8.60,12.80,80.80,60.70,98.50,2023.00
Buchs,2023-11-21,NaN,NaN,NaN,NaN,0.00,1.19,0.00,0.29,4.42,0.33,0.60,0.11,0.59,2.67,0.05,0.35,0.83,0.00,3.3,323.00,1.00,6.40,4.50,6.70,9.60,90.10,73.00,97.50,2023.00
Buchs,2023-11-22,NaN,NaN,NaN,NaN,0.28,1.67,0.00,0.29,2.36,0.00,0.20,0.00,0.77,1.50,0.10,1.06,1.10,0.00,4.8,324.00,2.40,8.80,1.70,5.00,7.50,86.00,72.60,94.60,2023.00
Buchs,2023-11-23,NaN,NaN,NaN,NaN,1.53,5.48,0.00,2.86,101.14,2.83,0.40,0.69,11.24,94.33,0.50,2.83,7.87,0.08,11.7,146.00,1.60,8.30,0.00,3.80,8.80,79.00,54.10,99.40,2023.00
Buchs,2023-11-24,NaN,NaN,NaN,NaN,0.14,1.91,0.00,0.29,2.94,0.17,0.20,0.16,0.41,3.33,0.15,0.80,1.00,0.00,4.7,18.00,2.60,22.80,7.50,4.10,12.00,80.70,49.10,95.60,2023.00
Buchs,2023-11-25,NaN,NaN,NaN,NaN,0.14,1.43,0.18,0.57,5.74,0.50,0.40,0.32,1.50,3.50,0.10,1.86,1.23,0.00,3.8,11.00,2.60,14.70,0.30,2.20,3.70,66.70,46.10,91.70,2023.00
Buchs,2023-11-26,NaN,NaN,NaN,NaN,0.14,1.91,0.18,0.29,1.03,0.33,0.20,0.00,0.14,0.83,0.15,0.80,0.50,0.00,4.4,40.00,2.70,13.30,0.00,3.50,5.20,66.10,52.70,89.60,2023.00
Buchs,2023-11-27,NaN,NaN,NaN,NaN,1.11,7.86,0.00,3.71,1.77,0.67,0.80,0.21,1.91,2.00,0.50,4.96,3.73,0.00,7.1,138.00,2.30,8.10,0.30,3.10,6.90,63.80,45.40,93.80,2023.00
Buchs,2023-11-28,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,24.59,0.00,0.00,0.05,1.23,11.17,0.00,0.09,0.47,0.00,2.3,101.00,2.20,17.20,12.80,2.30,5.70,88.60,62.00,96.10,2023.00
Buchs,2023-11-29,NaN,NaN,NaN,NaN,0.14,1.43,0.00,0.29,3.53,0.17,0.40,0.05,0.55,1.83,0.15,1.24,1.30,0.08,9.3,147.00,2.00,9.30,0.00,1.10,4.10,70.50,52.10,99.20,2023.00
Buchs,2023-11-30,NaN,NaN,NaN,NaN,0.00,1.67,0.00,0.57,12.22,0.33,0.40,0.00,0.91,5.00,0.15,1.15,0.73,0.00,8.3,127.00,1.50,8.80,7.70,2.00,4.90,83.90,46.00,97.30,2023.00
Buchs,2023-12-01,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,34.45,0.00,0.00,0.00,1.41,12.00,0.00,0.00,0.40,0.00,7.9,333.00,1.30,6.60,28.40,2.60,4.60,95.30,87.70,99.30,2023.00
Buchs,2023-12-02,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.29,16.93,0.00,0.00,0.00,2.46,8.17,0.05,0.18,0.67,0.00,6.0,328.00,1.00,2.80,13.40,-0.70,0.30,92.30,86.10,98.50,2023.00
Buchs,2023-12-03,NaN,NaN,NaN,NaN,0.42,0.48,0.18,0.00,0.88,0.33,0.00,0.11,0.27,1.67,0.10,1.33,0.27,0.00,16.0,126.00,0.90,6.50,0.00,-2.50,0.20,76.20,58.10,100.00,2023.00
Buchs,2023-12-04,NaN,NaN,NaN,NaN,0.42,1.67,0.00,0.29,0.44,0.67,0.00,0.26,0.82,1.17,0.50,2.12,1.30,0.00,21.5,173.00,3.50,13.80,0.00,2.70,8.00,51.80,25.60,88.40,2023.00
Buchs,2023-12-05,NaN,NaN,NaN,NaN,0.28,2.62,0.00,0.86,0.88,0.33,0.40,0.11,1.27,1.50,0.05,0.80,2.40,0.00,7.6,141.00,2.30,9.90,0.00,3.60,7.10,68.40,41.20,88.40,2023.00
Buchs,2023-12-06,NaN,NaN,NaN,NaN,0.14,0.48,0.00,0.57,5.15,0.00,0.60,0.00,1.00,3.33,0.00,0.44,0.87,0.00,6.2,151.00,1.50,5.20,1.00,2.70,4.10,87.10,78.20,96.90,2023.00
Buchs,2023-12-07,NaN,NaN,NaN,NaN,0.69,2.62,0.00,0.57,20.76,0.33,0.20,0.26,4.09,8.00,0.30,2.30,3.40,0.00,12.8,137.00,2.40,10.00,0.00,3.10,5.80,65.20,41.20,98.70,2023.00
Buchs,2023-12-08,NaN,NaN,NaN,NaN,0.00,1.67,0.00,1.14,3.53,0.00,0.20,0.11,0.77,1.67,0.10,1.15,0.97,0.15,9.1,142.00,2.70,14.70,1.00,4.90,6.90,70.80,36.80,89.60,2023.00
Buchs,2023-12-09,NaN,NaN,NaN,NaN,0.00,0.48,0.00,0.00,26.50,0.00,0.00,0.21,0.73,16.33,0.25,0.71,1.03,0.00,4.3,145.00,2.90,14.50,17.80,6.00,9.50,77.50,48.40,94.40,2023.00
Buchs,2023-12-10,NaN,NaN,NaN,NaN,0.28,0.71,0.00,1.14,5.01,0.17,0.00,0.05,0.36,3.67,0.05,0.71,1.00,0.08,5.5,140.00,3.70,11.90,7.90,6.60,9.50,72.90,53.40,93.80,2023.00
Buchs,2023-12-11,NaN,NaN,NaN,NaN,0.14,0.48,0.00,0.00,1.77,0.00,0.20,0.05,0.05,1.50,0.05,0.18,0.17,0.00,2.0,142.00,3.50,11.40,21.10,6.80,8.30,84.40,62.20,92.70,2023.00
Buchs,2023-12-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7,143.00,2.90,7.80,14.30,7.60,10.30,84.60,70.20,95.20,2023.00
Buchs,2023-12-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,153.00,1.40,5.30,3.90,6.40,8.50,89.50,81.20,96.90,2023.00
Buchs,2023-12-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.9,326.00,0.70,3.80,6.90,5.00,6.40,93.80,86.10,97.50,2023.00
Buchs,2023-12-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.4,360.00,1.00,5.50,0.50,4.20,7.60,81.70,55.50,97.50,2023.00
Buchs,2023-12-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.4,132.00,1.60,6.40,0.00,2.60,6.30,71.80,53.10,98.50,2023.00
Buchs,2023-12-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.3,120.00,1.60,7.80,0.00,3.20,9.60,76.10,50.10,100.00,2023.00
Buchs,2023-12-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.5,326.00,1.00,6.60,0.00,0.10,7.70,92.90,50.80,100.00,2023.00
Buchs,2023-12-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.0,140.00,1.70,8.30,0.00,3.00,9.40,76.20,40.00,100.00,2023.00
Buchs,2023-12-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5,135.00,1.60,9.60,0.40,4.10,6.40,80.40,60.30,94.40,2023.00
Buchs,2023-12-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8,138.00,4.80,17.70,3.80,5.90,10.60,73.90,56.90,93.00,2023.00
Buchs,2023-12-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.4,17.00,5.50,22.40,5.70,8.40,10.90,66.10,48.90,91.90,2023.00
Buchs,2023-12-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9,117.00,2.70,14.10,1.00,8.80,12.00,57.90,38.10,79.80,2023.00
Buchs,2023-12-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5,154.00,3.50,11.50,0.00,6.70,9.70,67.50,53.80,82.80,2023.00
Buchs,2023-12-25,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.9,151.00,2.70,11.30,0.00,8.60,12.50,71.50,49.80,93.20,2023.00
Buchs,2023-12-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.9,148.00,1.60,6.20,0.00,4.40,6.70,83.40,69.80,97.50,2023.00
Buchs,2023-12-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,129.00,2.60,8.20,0.00,6.30,11.90,52.00,29.60,82.10,2023.00
Buchs,2023-12-28,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.7,143.00,2.30,8.00,0.00,6.90,9.70,50.70,35.10,82.50,2023.00
Buchs,2023-12-29,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.1,144.00,2.50,6.80,0.00,7.90,10.60,55.80,44.20,74.30,2023.00
Buchs,2023-12-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.8,141.00,1.90,6.80,0.00,6.50,11.20,62.30,44.70,84.70,2023.00
Buchs,2023-12-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,171.00,5.40,20.80,2.50,10.10,14.90,53.60,28.20,94.90,2023.00
Buchs,2024-01-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.1,139.00,2.20,6.60,0.00,4.70,7.10,73.40,58.20,91.60,2024.00
Buchs,2024-01-02,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,128.00,3.40,10.90,3.10,8.10,12.60,45.90,29.30,75.30,2024.00
Buchs,2024-01-03,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,148.00,4.30,11.00,5.10,8.30,11.70,66.70,42.80,88.10,2024.00
Buchs,2024-01-04,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.5,151.00,3.00,12.30,1.60,6.70,10.60,71.10,52.50,86.90,2024.00
Buchs,2024-01-05,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.2,141.00,1.00,6.90,8.70,4.90,6.60,74.10,48.60,98.00,2024.00
Buchs,2024-01-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.8,335.00,1.60,5.60,10.70,2.80,3.80,92.30,84.60,96.40,2024.00
Buchs,2024-01-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.4,338.00,2.70,10.70,9.80,1.30,2.50,91.10,83.10,97.10,2024.00
Buchs,2024-01-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.1,324.00,2.40,7.30,0.00,-1.50,0.20,76.50,71.30,84.90,2024.00
Buchs,2024-01-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.9,337.00,1.40,4.80,0.00,-1.90,-1.10,76.50,71.30,82.90,2024.00
Buchs,2024-01-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.8,329.00,0.80,4.00,0.00,-2.00,1.10,85.50,71.50,95.30,2024.00
Buchs,2024-01-11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.0,340.00,1.40,6.00,0.00,-1.70,-0.90,89.40,84.00,94.30,2024.00
Buchs,2024-01-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.3,333.00,1.10,4.30,0.00,-1.90,-0.60,85.00,77.70,92.80,2024.00
Buchs,2024-01-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.6,108.00,1.40,8.00,0.00,-2.70,0.80,83.00,54.20,100.00,2024.00
Buchs,2024-01-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.3,130.00,2.30,8.10,0.00,0.70,4.10,60.90,40.90,87.70,2024.00
Buchs,2024-01-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.4,356.00,2.20,17.30,0.70,0.70,3.50,79.50,49.60,94.90,2024.00
Buchs,2024-01-16,0.00,0.00,0.00,0.00,0.56,1.43,0.00,0.00,0.59,0.00,0.00,0.00,0.50,0.33,0.20,0.44,0.30,0.00,13.0,141.00,1.40,6.70,0.00,0.40,3.90,68.10,43.20,88.90,2024.00
Buchs,2024-01-17,1.00,0.00,0.00,0.00,2.08,3.33,0.00,1.14,3.68,0.00,0.60,0.16,1.73,1.83,0.30,1.33,1.40,0.08,10.2,158.00,2.70,16.40,1.70,8.50,15.90,52.50,31.70,85.50,2024.00
Buchs,2024-01-18,0.00,0.00,0.00,0.00,0.42,0.48,0.00,0.00,2.65,0.17,0.00,0.00,0.45,2.83,0.25,0.35,0.37,0.08,1.7,120.00,3.60,17.80,3.40,6.50,10.50,78.90,64.50,90.70,2024.00
Buchs,2024-01-19,0.00,0.00,0.00,0.00,0.83,3.10,0.00,0.57,2.06,0.00,0.20,0.05,1.91,1.50,0.50,1.24,1.37,0.08,11.6,328.00,2.30,9.80,0.00,-1.30,1.30,74.10,57.20,88.80,2024.00
Buchs,2024-01-20,3.00,0.00,0.00,0.00,1.11,4.76,0.00,1.71,1.03,0.17,0.40,0.11,1.00,1.50,0.60,2.21,2.33,0.08,13.7,128.00,2.20,7.10,0.00,-1.20,2.50,50.50,30.70,86.70,2024.00
Buchs,2024-01-21,3.00,0.00,0.00,0.00,2.50,5.00,0.00,1.14,1.18,0.00,0.40,0.05,1.27,2.00,0.90,1.86,2.87,0.08,13.6,130.00,2.30,9.00,0.00,1.50,5.80,48.90,28.60,87.70,2024.00
Buchs,2024-01-22,4.00,0.00,0.00,0.00,7.64,10.72,0.00,5.43,3.83,0.83,0.60,0.32,2.46,5.83,1.60,4.96,6.07,0.31,3.8,149.00,3.00,10.70,4.90,5.40,12.60,52.20,20.40,95.20,2024.00
Buchs,2024-01-23,1.00,0.00,0.00,0.00,1.81,3.57,0.18,2.00,2.50,0.00,0.40,0.05,1.18,2.50,0.40,1.51,1.67,0.23,5.1,148.00,2.50,12.10,5.10,6.10,8.20,76.90,50.20,94.60,2024.00
Buchs,2024-01-24,8.00,0.00,0.00,0.00,6.94,4.05,0.18,4.57,0.00,0.17,1.20,0.26,0.68,2.67,0.60,2.12,1.60,0.54,2.2,130.00,3.50,12.10,0.00,10.60,16.20,66.10,47.20,83.90,2024.00
Buchs,2024-01-25,1.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,7.21,0.00,0.20,0.00,0.27,5.33,0.00,0.18,0.33,0.15,2.5,338.00,1.50,13.40,14.30,8.40,13.70,91.60,59.80,97.80,2024.00
Buchs,2024-01-26,4.00,0.00,0.00,0.00,2.78,0.95,0.18,1.14,2.65,0.33,0.40,0.00,0.36,3.67,0.05,0.44,0.80,0.00,4.8,144.00,1.40,6.20,3.60,8.00,10.60,88.00,67.30,99.00,2024.00
Buchs,2024-01-27,19.00,0.00,0.00,0.00,21.25,3.57,0.36,12.00,1.03,0.00,2.40,0.26,0.36,6.50,0.15,1.77,1.20,1.39,8.7,90.00,1.30,6.60,0.20,6.40,10.90,76.90,48.00,97.00,2024.00
Buchs,2024-01-28,37.00,0.00,0.00,0.00,71.67,6.91,3.64,90.02,0.74,0.00,11.40,0.32,1.27,11.17,0.65,9.65,1.53,6.63,11.9,121.00,2.80,8.30,0.00,6.40,11.10,50.30,28.10,91.70,2024.00
Buchs,2024-01-29,14.00,0.00,0.00,0.00,18.89,5.48,0.18,23.43,27.32,0.00,4.60,0.11,3.38,19.69,0.65,4.01,3.28,1.39,14.8,104.00,1.70,8.90,0.00,3.50,8.20,68.60,30.30,96.90,2024.00
Buchs,2024-01-30,30.00,0.00,0.00,0.00,23.47,6.14,0.18,34.70,68.49,3.81,5.93,0.32,11.08,37.31,1.17,4.69,10.38,1.39,16.7,270.00,1.00,4.80,0.00,2.80,8.40,78.60,53.30,97.10,2024.00
Buchs,2024-01-31,40.00,0.00,0.00,0.00,49.86,14.29,0.36,55.15,0.15,0.00,5.20,0.21,2.27,4.00,1.10,6.99,5.27,1.85,18.1,138.00,1.90,5.90,0.00,6.40,10.20,59.30,47.30,84.60,2024.00
Buchs,2024-02-01,64.00,0.00,0.00,0.00,50.00,5.95,0.36,49.15,8.53,0.00,6.40,0.32,2.54,6.35,0.45,3.90,1.17,2.47,11.7,153.00,1.50,6.40,2.60,4.90,6.10,79.90,56.60,98.90,2024.00
Buchs,2024-02-02,16.00,0.00,0.00,0.00,12.08,3.57,0.91,9.14,6.78,0.00,2.60,0.32,0.96,4.17,0.30,1.68,1.40,1.23,6.4,152.00,1.80,7.30,0.30,6.80,9.60,80.40,60.40,100.00,2024.00
Buchs,2024-02-03,92.00,0.00,0.00,0.00,113.06,12.62,1.27,183.75,2.94,0.00,28.00,0.42,1.09,15.33,1.60,6.55,2.23,8.25,4.2,142.00,2.70,8.60,0.00,8.50,14.20,61.00,42.00,82.70,2024.00
Buchs,2024-02-04,65.00,0.00,0.00,0.00,96.81,10.00,0.18,110.02,3.24,0.00,17.40,0.26,0.82,7.67,0.80,3.19,2.27,5.47,10.6,155.00,2.20,7.50,0.00,5.80,10.30,76.10,59.90,93.40,2024.00
Buchs,2024-02-05,65.00,0.00,0.00,0.00,95.28,16.44,0.00,166.89,1.03,0.33,21.00,0.26,1.73,8.17,1.90,9.83,5.10,5.94,15.1,143.00,2.70,9.20,0.00,8.00,12.70,59.70,42.50,76.60,2024.00
Buchs,2024-02-06,57.00,0.00,0.00,0.00,68.75,14.29,0.18,163.74,2.36,0.33,20.20,0.42,2.55,5.67,1.40,10.01,6.70,4.78,9.0,138.00,1.80,9.60,0.00,5.20,9.30,65.00,42.40,98.50,2024.00
Buchs,2024-02-07,60.00,0.00,0.00,0.00,112.08,16.67,0.91,129.74,2.94,0.50,21.00,0.32,2.41,11.00,2.65,8.23,5.60,6.78,7.4,149.00,3.10,9.00,2.20,5.90,9.90,65.60,49.30,96.90,2024.00
Buchs,2024-02-08,161.00,0.00,0.00,0.00,120.83,20.48,4.55,82.30,3.39,0.33,21.00,0.16,1.82,17.00,1.55,9.30,4.30,8.17,5.8,147.00,3.50,16.10,1.40,9.50,16.40,68.20,30.70,88.30,2024.00
Buchs,2024-02-09,356.00,0.00,0.00,0.00,317.65,35.02,1.64,106.30,22.39,0.50,34.63,0.32,2.14,21.17,2.50,23.99,6.47,12.65,6.1,167.00,5.90,21.70,0.00,12.70,16.70,56.00,29.20,82.70,2024.00
Buchs,2024-02-10,363.00,0.00,0.00,0.00,358.66,40.75,0.36,64.58,24.75,1.17,24.40,0.26,2.18,19.17,2.55,31.96,8.57,6.48,10.1,169.00,5.20,23.50,0.00,13.40,17.40,47.60,29.00,87.30,2024.00
Buchs,2024-02-11,31.00,0.00,0.00,0.00,73.06,6.43,0.18,15.43,1.77,0.17,7.80,0.00,0.91,3.67,0.35,1.68,1.87,1.77,2.5,13.00,1.60,11.80,2.00,6.90,10.50,79.20,64.20,90.30,2024.00
Buchs,2024-02-12,51.00,0.00,0.00,0.00,80.28,9.53,0.36,15.72,5.59,0.33,6.40,0.00,1.23,4.00,0.80,2.74,3.20,2.00,3.1,315.00,1.30,5.70,1.10,6.80,10.40,79.00,63.60,93.40,2024.00
Buchs,2024-02-13,142.00,0.00,0.00,0.00,121.81,13.58,0.18,29.72,2.36,0.00,8.20,0.11,1.50,4.67,2.00,4.78,6.13,1.85,4.6,143.00,1.30,6.60,0.30,6.80,11.90,68.20,42.10,93.80,2024.00
Buchs,2024-02-14,176.00,0.00,0.00,0.00,188.59,40.03,0.00,50.87,3.83,0.33,16.60,0.37,4.82,7.83,3.60,11.78,22.83,2.93,5.0,133.00,2.20,6.30,0.00,9.10,14.20,44.60,28.30,66.00,2024.00
Buchs,2024-02-15,144.00,0.00,0.00,0.00,187.36,51.21,0.18,64.87,3.83,0.17,23.20,0.26,12.24,15.50,5.70,12.40,73.00,5.63,10.2,126.00,2.40,8.20,0.00,11.80,16.90,45.30,28.60,76.30,2024.00
Buchs,2024-02-16,314.00,1.00,0.00,0.00,389.17,103.14,0.00,67.15,23.85,0.67,58.00,0.95,34.02,27.00,10.30,13.72,170.77,9.02,9.3,143.00,1.40,5.60,0.00,11.60,17.00,61.50,35.10,85.20,2024.00
Buchs,2024-02-17,45.00,0.00,0.00,0.00,35.42,8.10,0.00,3.43,20.91,0.00,20.00,0.05,9.87,6.00,1.15,1.33,18.87,1.39,6.6,315.00,1.10,6.50,1.00,9.70,11.80,91.00,76.10,97.90,2024.00
Buchs,2024-02-18,112.00,0.00,0.00,0.00,82.22,15.01,0.55,6.29,8.39,0.17,17.00,0.00,2.27,17.50,2.00,2.04,9.50,2.39,9.6,326.00,1.10,7.10,0.00,9.70,13.60,84.40,59.60,97.10,2024.00
Buchs,2024-02-19,37.00,0.00,0.00,0.00,54.86,11.67,0.00,7.14,11.34,0.33,9.80,0.05,4.23,19.83,1.70,2.04,14.97,2.93,3.1,9.00,1.70,10.80,5.80,8.70,12.70,79.40,50.40,96.60,2024.00
Buchs,2024-02-20,15.00,0.00,0.00,0.00,13.89,7.86,0.00,4.00,9.42,0.33,1.60,0.00,1.68,10.33,0.75,2.48,5.40,1.00,5.1,330.00,1.40,5.80,8.50,6.40,10.50,81.50,56.10,96.80,2024.00
Buchs,2024-02-21,35.00,0.00,0.00,0.00,33.61,22.15,0.00,9.72,1.91,0.50,7.80,0.42,6.19,7.33,3.80,5.49,35.43,6.55,4.7,130.00,2.30,12.10,0.00,8.50,14.00,54.90,31.50,79.70,2024.00
Buchs,2024-02-22,18.00,0.00,0.00,0.00,36.81,26.20,0.18,22.00,5.74,0.50,12.40,0.16,15.24,18.50,2.85,6.20,78.72,6.09,2.8,173.00,7.40,21.10,0.90,14.30,16.60,36.10,28.00,84.30,2024.00
Buchs,2024-02-23,1.00,0.00,0.00,0.00,3.33,4.29,0.00,1.71,1.33,0.17,1.80,0.05,1.00,3.50,0.65,2.12,2.60,0.46,2.5,121.00,1.90,9.80,1.60,5.30,9.00,72.90,54.00,90.00,2024.00
Buchs,2024-02-24,0.00,0.00,0.00,0.00,2.64,2.14,0.00,2.00,0.29,0.17,0.80,0.00,0.68,1.83,0.65,1.77,1.00,1.85,2.1,146.00,2.40,8.30,0.00,3.90,6.70,69.70,59.30,86.50,2024.00
